crn,status,course_code,section,title,credits,type,hybrid,online,instructor,start_date,end_date,days,start_time,end_time,building,room,section_info,program_code
20608,Open,NRTH 5009,A,Field Course in Can. North,.5,Field Course,No,Yes,,"May 05, 2025","Aug 14, 2025",Time: Building: Room:,,,Room:,,,NRTH
20609,Open,NRTH 5901,A,Practicum in Northern Studies,.5,Field Placement,No,Yes,,"May 05, 2025","Aug 14, 2025",Time: Building: Room:,,,Room:,,,NRTH
